"id","news_source","rating","rating_num","type","agree","disagree","perc_agree","url","editorial_review","blind_survey","third_party_analysis","independent_research","confidence_level","twitter","wiki","facebook","screen_name"
"283","Mark Morford","left",1,"Author",22,13,0.628571428571429,"https://www.allsides.com/news-source/morford-mark","checked",0,0,0,NA,NA,NA,NA,NA
"284","MarketWatch","right-center",4,"News Media",29,48,0.376623376623377,"https://www.allsides.com/news-source/marketwatch-media-bias","0",0,0,1,"Low or Initial Rating","
https://twitter.com/MarketWatch","https://en.wikipedia.org/wiki/MarketWatch","
https://www.facebook.com/marketwatch/","MarketWatch"
"285","Marshall Ramsey (cartoonist)","center",3,"Author",52,41,0.559139784946237,"https://www.allsides.com/news-source/marshall-ramsey-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"286","Mary O'Grady","right",5,"Author",27,37,0.421875,"https://www.allsides.com/news-source/mary-ogrady","0",0,0,0,NA,NA,NA,NA,NA
"287","Mashable","left",1,"News Media",342,120,0.74025974025974,"https://www.allsides.com/news-source/mashable","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"288","Matt Bors (cartoonist)","left",1,"Author",30,10,0.75,"https://www.allsides.com/news-source/matt-bors-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"289","Matt Davies (cartoonist)","left",1,"Author",70,35,0.666666666666667,"https://www.allsides.com/news-source/matt-davies-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"290","Matt Drudge","right",5,"Author",205,156,0.56786703601108,"https://www.allsides.com/news-source/matt-drudge","0",0,0,0,"Medium",NA,NA,NA,NA
"291","Matt Towery","right-center",4,"Author",45,41,0.523255813953488,"https://www.allsides.com/news-source/matt-towery","checked",0,0,0,NA,NA,NA,NA,NA
"292","Matt Welch","right-center",4,"Author",49,107,0.314102564102564,"https://www.allsides.com/news-source/matt-welch","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"293","Matt Wuerker (cartoonist)","left",1,"Author",58,34,0.630434782608696,"https://www.allsides.com/news-source/matt-wuerker-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"294","Maureen Dowd","center",3,"Author",95,261,0.26685393258427,"https://www.allsides.com/news-source/maureen-dowd","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"295","McClatchyDC","center",3,"News Media",9,10,0.473684210526316,"https://www.allsides.com/news-source/mcclatchydc-media-bias","0",0,0,1,"Low or Initial Rating","https://twitter.com/McClatchyDC?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor","https://en.wikipedia.org/wiki/McClatchy","https://www.facebook.com/McClatchyDCBureau/","McClatchyDC"
"296","Media Matters","left",1,"News Media",2368,1494,0.61315380631797,"https://www.allsides.com/news-source/media-matters-bias","0",0,0,0,NA,"https://twitter.com/mmfa","https://en.wikipedia.org/wiki/Media_Matters_for_America","https://www.facebook.com/Mediamatters/?ref=br_rs","mmfa"
"297","Media Research Center","right",5,"News Media",1238,1526,0.447901591895803,"https://www.allsides.com/news-source/media-research-center","0",0,0,0,NA,NA,NA,NA,NA
"298","Mediaite","left-center",2,"News Media",615,631,0.493579454253611,"https://www.allsides.com/news-source/mediaite-bias","0",0,0,1,"Low or Initial Rating","https://twitter.com/@mediaite","https://en.wikipedia.org/wiki/Mediaite","https://www.facebook.com/mediaite/","mediaite"
"299","Miami Herald","left-center",2,"News Media",231,255,0.475308641975309,"https://www.allsides.com/news-source/miami-herald","0",0,0,1,"Low or Initial Rating","https://twitter.com/MiamiHerald","https://en.wikipedia.org/wiki/Miami_Herald","https://www.facebook.com/miamiherald","MiamiHerald"
"300","Michael Barone","right-center",4,"Author",106,83,0.560846560846561,"https://www.allsides.com/news-source/michael-barone","checked",0,0,0,NA,NA,NA,NA,NA
"301","Michael Brendan Dougherty","right-center",4,"Author",72,78,0.48,"https://www.allsides.com/news-source/michael-brendan-dougherty","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"302","Michael Gerson","right-center",4,"Author",123,106,0.537117903930131,"https://www.allsides.com/news-source/michael-gerson","checked",0,0,0,NA,NA,NA,NA,NA
"303","Michael Goodwin","right",5,"Author",44,29,0.602739726027397,"https://www.allsides.com/news-source/michael-goodwin","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"304","Michael Graham","right",5,"Author",8,14,0.363636363636364,"https://www.allsides.com/news-source/michael-graham-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"305","Michael Kinsley","left",1,"Author",71,55,0.563492063492063,"https://www.allsides.com/news-source/michael-kinsley","0",0,0,1,"Medium",NA,NA,NA,NA
"306","Michael Medved","right",5,"Author",88,103,0.460732984293194,"https://www.allsides.com/news-source/michael-medved","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"307","Michael Ramirez (cartoonist)","right",5,"Author",41,51,0.445652173913043,"https://www.allsides.com/news-source/michael-ramirez-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"308","Michelle Alexander","left-center",2,"Author",20,20,0.5,"https://www.allsides.com/news-source/michelle-alexander-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"309","Michelle Malkin","right",5,"Author",332,179,0.649706457925636,"https://www.allsides.com/news-source/michelle-malkin","0",0,0,0,NA,NA,NA,NA,NA
"310","MichelleMalkin.com","right",5,"News Media",491,234,0.677241379310345,"https://www.allsides.com/news-source/michellemalkincom","0",0,0,1,NA,NA,"https://en.wikipedia.org/wiki/MichelleMalkin.com",NA,NA
"311","Michigan Daily","left-center",2,"News Media",187,164,0.532763532763533,"https://www.allsides.com/news-source/michigan-daily","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"312","Mike Lester (cartoonist)","right",5,"Author",14,7,0.666666666666667,"https://www.allsides.com/news-source/mike-lester-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"313","Mike Luckovich (cartoonist)","left",1,"Author",72,59,0.549618320610687,"https://www.allsides.com/news-source/mike-luckovich-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"314","Mike Thompson (cartoonist)","center",3,"Author",40,55,0.421052631578947,"https://www.allsides.com/news-source/mike-thompson-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"315","Mismatch.org","allsides",NA,"News Media",38,54,0.41304347826087,"https://www.allsides.com/news-source/mismatchorg-media-bias","0",0,0,1,"High",NA,NA,NA,NA
"316","MIT News","center",3,"News Media",180,145,0.553846153846154,"https://www.allsides.com/news-source/mit-news","0",0,0,1,"Low or Initial Rating","https://twitter.com/mit",NA,"https://www.facebook.com/MITnews","mit"
"317","Morgan Jacobsen","center",3,"Author",56,78,0.417910447761194,"https://www.allsides.com/news-source/morgan-jacobsen","0",0,0,0,NA,NA,NA,NA,NA
"318","Mother Jones","left",1,"News Media",5412,1010,0.842728122080349,"https://www.allsides.com/news-source/mother-jones-bias","0",0,0,0,NA,"https://twitter.com/MotherJones","https://en.wikipedia.org/wiki/Mother_Jones_(magazine)","https://www.facebook.com/motherjones/","MotherJones"
"319","MSNBC","left",1,"News Media",5681,1923,0.747106785902157,"https://www.allsides.com/news-source/msnbc","0",0,1,1,"Medium","https://twitter.com/@MSNBC","https://en.wikipedia.org/wiki/MSNBC","https://www.facebook.com/msnbc/","MSNBC"
"320","MTV News Online","left-center",2,"News Media",29,37,0.439393939393939,"https://www.allsides.com/news-source/mtv-news-online-media-bias","0",0,0,1,NA,NA,NA,NA,NA
"321","National Committee to Preserve Social Security and Medicare","left",1,"Think Tank / Policy Group",184,187,0.495956873315364,"https://www.allsides.com/news-source/national-committee-preserve-social-security-and-medicare","0",0,0,0,NA,NA,NA,NA,NA
"322","National Interest","center",3,"Think Tank / Policy Group",127,165,0.434931506849315,"https://www.allsides.com/news-source/national-interest","0",0,0,1,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/The_National_Interest",NA,NA
"323","National Journal","center",3,"News Media",899,647,0.58150064683053,"https://www.allsides.com/news-source/national-journal","0",0,0,0,NA,NA,NA,NA,NA
"324","National Review","right",5,"News Media",9338,4448,0.677353837226171,"https://www.allsides.com/news-source/national-review","0",0,0,1,"Medium","https://twitter.com/NRO","https://en.wikipedia.org/wiki/National_Review","https://www.facebook.com/nationalreview/","NRO"
"325","NBC Today Show","left-center",2,"News Media",1026,1172,0.466787989080983,"https://www.allsides.com/news-source/nbc-today-show","checked",0,0,0,NA,"https://twitter.com/@TODAYshow","https://en.wikipedia.org/wiki/TODAY.com",NA,"TODAYshow"
"326","NBCNews.com","left-center",2,"News Media",4221,5408,0.43836327759892,"https://www.allsides.com/news-source/nbc-news-media-bias","0",0,1,1,"Medium","https://twitter.com/@JoshNBCNews","https://en.wikipedia.org/wiki/NBC_News","https://www.facebook.com/NBCNews/","JoshNBCNews"
"327","Neil J. Young","left-center",2,"Author",6,12,0.333333333333333,"https://www.allsides.com/news-source/neil-j-young-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"328","New Economy Working Group","left-center",2,"Think Tank / Policy Group",98,67,0.593939393939394,"https://www.allsides.com/news-source/new-economy-working-group","0",0,0,0,NA,NA,NA,NA,NA
"329","New Republic","left",1,"News Media",1254,673,0.650752464971458,"https://www.allsides.com/news-source/new-republic","0",0,0,1,"Low or Initial Rating","https://twitter.com/newrepublic","https://en.wikipedia.org/wiki/The_New_Republic","https://www.facebook.com/newrepublic/","newrepublic"
"330","New York Daily News","left",1,"News Media",1015,450,0.692832764505119,"https://www.allsides.com/news-source/new-york-daily-news","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"331","New York Magazine","left",1,"News Media",1711,785,0.685496794871795,"https://www.allsides.com/news-source/new-york-magazine","0",0,0,1,"Low or Initial Rating","https://twitter.com/Intelligencer","https://en.wikipedia.org/wiki/New_York_(magazine)","
https://www.facebook.com/NewYorkMag","Intelligencer"
"332","New York Post","right",5,"News Media",3669,2522,0.592634469391052,"https://www.allsides.com/news-source/new-york-post","0",0,0,1,"Low or Initial Rating","https://twitter.com/@nypost","https://en.wikipedia.org/wiki/New_York_Post","https://www.facebook.com/NYPost/","nypost"
"333","New York Times - News","left-center",2,"News Media",15675,25234,0.38316751815004,"https://www.allsides.com/news-source/new-york-times","1",1,1,1,"High","https://twitter.com/@rpogrebin?ref_src=twsrc%5Etfw","https://en.wikipedia.org/wiki/The_New_York_Times","https://www.facebook.com/nytimes/","rpogrebin"
"334","New York Times - Opinion","left",1,"News Media",2716,840,0.763779527559055,"https://www.allsides.com/news-source/new-york-times-opinion-media-bias","1",0,0,1,"High","https://twitter.com/@rpogrebin?ref_src=twsrc%5Etfw","https://en.wikipedia.org/wiki/The_New_York_Times","https://www.facebook.com/nytimes/","rpogrebin"
"335","NewsBusters","right",5,"Think Tank / Policy Group",288,162,0.64,"https://www.allsides.com/news-source/newsbusters","0",0,0,0,NA,NA,NA,NA,NA
"336","Newsmax","right",5,"News Media",6840,8978,0.432418763434062,"https://www.allsides.com/news-source/newsmax","0",1,0,1,"Medium","https://twitter.com/newsmax","https://en.wikipedia.org/wiki/Newsmax_Media","https://www.facebook.com/newsmax/?ref=br_rs","newsmax"
"337","Newsweek","left-center",2,"News Media",2037,2470,0.451963612158864,"https://www.allsides.com/news-source/newsweek","0",0,0,0,"Medium","https://twitter.com/@thedailybeast","https://en.wikipedia.org/wiki/The_Daily_Beast","https://www.facebook.com/thedailybeast/","thedailybeast"
"338","Newt Gingrich","right",5,"Author",429,181,0.70327868852459,"https://www.allsides.com/news-source/newt-gingrich","0",0,0,0,NA,NA,NA,NA,NA
"339","Nicholas Kristof","left",1,"Author",153,148,0.508305647840532,"https://www.allsides.com/news-source/nicholas-kristof","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"340","Nick Anderson (cartoonist)","center",3,"Author",30,46,0.394736842105263,"https://www.allsides.com/news-source/nick-anderson-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"341","NMPolitics.net","center",3,"News Media",140,196,0.416666666666667,"https://www.allsides.com/news-source/nmpoliticsnet","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"342","No Labels","center",3,"Think Tank / Policy Group",90,66,0.576923076923077,"https://www.allsides.com/news-source/no-labels","0",0,0,0,NA,NA,NA,NA,NA
"343","Noah Rothman","right-center",4,"Author",22,16,0.578947368421053,"https://www.allsides.com/news-source/noah-rothman-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"344","NPR Editorial","left-center",2,"News Media",1859,1966,0.486013071895425,"https://www.allsides.com/news-source/npr-editorial","1",0,0,1,"Low or Initial Rating","https://twitter.com/@NPR","https://en.wikipedia.org/wiki/NPR","https://www.facebook.com/NPR/","NPR"
"345","NPR Online News","center",3,"News Media",19422,14510,0.572380054226099,"https://www.allsides.com/news-source/npr-media-bias","1",1,1,1,"Medium","https://twitter.com/@NPR","https://en.wikipedia.org/wiki/NPR","https://www.facebook.com/NPR/","NPR"
"346","One America News Network","right-center",4,"News Media",408,416,0.495145631067961,"https://www.allsides.com/news-source/one-america-news-network-media-bias","1",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"347","OpenSecrets.org","center",3,"Think Tank / Policy Group",398,325,0.550484094052559,"https://www.allsides.com/news-source/opensecretsorg","0",0,0,1,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/OpenSecrets",NA,NA
"348","Orange County Register","right-center",4,"News Media",197,163,0.547222222222222,"https://www.allsides.com/news-source/orange-county-register","0",0,0,1,"Low or Initial Rating","https://twitter.com/ocregister","https://en.wikipedia.org/wiki/Orange_County_Register","https://www.facebook.com/ocregister","ocregister"
"349","Pacific Research Institute","right",5,"Think Tank / Policy Group",128,145,0.468864468864469,"https://www.allsides.com/news-source/pacific-research-institute","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"350","Pacific Standard","left-center",2,"News Media",336,294,0.533333333333333,"https://www.allsides.com/news-source/pacific-standard","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"351","Pat Oliphant (cartoonist)","center",3,"Author",42,49,0.461538461538462,"https://www.allsides.com/news-source/pat-oliphant-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"352","Paul Krugman","left",1,"Author",307,193,0.614,"https://www.allsides.com/news-source/paul-krugman","0",0,0,1,"High",NA,NA,NA,NA
"353","Paul Szep (cartoonist)","center",3,"Author",50,44,0.531914893617021,"https://www.allsides.com/news-source/paul-szep-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"354","PBS NewsHour","center",3,"News Media",2039,1494,0.577129917916785,"https://www.allsides.com/news-source/pbs-newshour","0",0,0,0,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/PBS_NewsHour",NA,NA
"355","Peacock Panache","left",1,"News Media",145,75,0.659090909090909,"https://www.allsides.com/news-source/peacock-panache","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"356","Peggy Noonan","right",5,"Author",239,322,0.42602495543672,"https://www.allsides.com/news-source/peggy-noonan","0",0,0,1,NA,NA,NA,NA,NA
"357","People for the American Way","left",1,"Think Tank / Policy Group",175,112,0.609756097560976,"https://www.allsides.com/news-source/people-american-way","0",0,0,0,NA,NA,NA,NA,NA
"358","Peter Roff","right-center",4,"Author",176,113,0.608996539792388,"https://www.allsides.com/news-source/peter-roff","0",0,0,1,"Medium",NA,NA,NA,NA
"359","Peter Thiel","right-center",4,"Author",10,20,0.333333333333333,"https://www.allsides.com/news-source/peter-thiel-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"360","Physicians for a National Health Program","left",1,"Think Tank / Policy Group",125,90,0.581395348837209,"https://www.allsides.com/news-source/physicians-national-health-program","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"361","Piers Morgan","left-center",2,"Author",184,349,0.345215759849906,"https://www.allsides.com/news-source/piers-morgan","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"362","Pittsburgh Post-Gazette","right-center",4,"News Media",186,221,0.457002457002457,"https://www.allsides.com/news-source/pittsburgh-post-gazette","0",0,0,1,"Low or Initial Rating","https://twitter.com/PittsburghPG","https://en.wikipedia.org/wiki/Pittsburgh_Post-Gazette","https://www.facebook.com/pittsburghpostgazette","PittsburghPG"
"363","PJ Media","right-center",4,"News Media",95,79,0.545977011494253,"https://www.allsides.com/news-source/pj-media-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"364","PJ Media","right",5,"News Media",163,88,0.649402390438247,"https://www.allsides.com/news-source/pj-media","0",0,0,0,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/PJ_Media",NA,NA
"365","Politico","left-center",2,"News Media",13776,21465,0.390908317017111,"https://www.allsides.com/news-source/politico-media-bias","1",1,1,1,"Medium","https://twitter.com/politico","https://en.wikipedia.org/wiki/Politico","https://www.facebook.com/politico/","politico"
"366","PoliticusUSA","left",1,"News Media",786,254,0.755769230769231,"https://www.allsides.com/news-source/politicususa","0",0,0,0,"Low or Initial Rating","https://twitter.com/@politicususa",NA,"https://www.facebook.com/PoliticusUSA/","politicususa"
"367","PolitiFact","left-center",2,"News Media",1520,2138,0.415527610716238,"https://www.allsides.com/news-source/politifact","0",0,0,1,"Low or Initial Rating","https://twitter.com/politifact","https://en.wikipedia.org/wiki/PolitiFact","https://facebook.com/politifact","politifact"
"368","Portland Press Herald","center",3,"News Media",161,245,0.396551724137931,"https://www.allsides.com/news-source/portland-press-herarld","0",0,0,1,"Medium","https://twitter.com/PressHerald","https://en.wikipedia.org/wiki/Portland_Press_Herald","https://www.facebook.com/pressherald/","PressHerald"
"369","Prager University","right",5,"Think Tank / Policy Group",1616,423,0.792545365375184,"https://www.allsides.com/news-source/prager-university","0",0,0,1,"High","https://twitter.com/prageru?",NA,"https://www.facebook.com/prageru/","prageru"
"370","PRI (Public Radio International)","center",3,"News Media",610,346,0.638075313807531,"https://www.allsides.com/news-source/pri-public-radio-international","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"371","ProCon.org","allsides",NA,"News Media",2862,1673,0.63109151047409,"https://www.allsides.com/news-source/proconorg","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"372","Progressive Voices of Iowa","left",1,"News Media",145,80,0.644444444444444,"https://www.allsides.com/news-source/progressive-voices-iowa","0",0,0,1,"Low or Initial Rating",NA,NA,"https://www.facebook.com/ProgressiveVoicesofIowa/",NA
"373","Project Veritas","right-center",4,"News Media",31,46,0.402597402597403,"https://www.allsides.com/news-source/project-veritas-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"374","ProPublica","center",3,"News Media",839,531,0.612408759124088,"https://www.allsides.com/news-source/propublica","0",0,0,0,NA,"https://twitter.com/@zahiratorres","https://en.wikipedia.org/wiki/ProPublica",NA,"zahiratorres"
"375","PXW News","center",3,"News Media",126,132,0.488372093023256,"https://www.allsides.com/news-source/pxw-news","0",0,0,1,"Low or Initial Rating","https://twitter.com/pxwnews",NA,NA,"pxwnews"
"376","Quartz","center",3,"News Media",473,424,0.527313266443701,"https://www.allsides.com/news-source/quartz","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"377","Quillette","right-center",4,"News Media",282,482,0.369109947643979,"https://www.allsides.com/news-source/quillette-media-bias","1",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"378","Rachel Eckhardt","left-center",2,"Author",26,42,0.382352941176471,"https://www.allsides.com/news-source/rachel-eckhardt","0",0,0,1,"Medium",NA,NA,NA,NA
"379","Rahm Emanuel","left-center",2,"Author",9,34,0.209302325581395,"https://www.allsides.com/news-source/rahm-emanuel-media-bias","0",0,0,0,NA,NA,NA,NA,NA
"380","Ralph Benko","right",5,"Author",43,69,0.383928571428571,"https://www.allsides.com/news-source/ralph-benko","0",0,0,1,"Medium",NA,NA,NA,NA
"381","Ramesh Ponnuru","right",5,"Author",107,74,0.591160220994475,"https://www.allsides.com/news-source/ramesh-ponnuru","0",0,0,1,NA,NA,NA,NA,NA
"382","RAND Corporation","left-center",2,"Think Tank / Policy Group",389,495,0.440045248868778,"https://www.allsides.com/news-source/rand-corporation","0",0,0,0,NA,NA,NA,NA,NA
"383","Rand Paul","right-center",4,"Author",363,309,0.540178571428571,"https://www.allsides.com/news-source/rand-paul","checked",0,0,0,NA,NA,NA,NA,NA
"384","Rasmussen Reports","center",3,"News Media",451,656,0.407407407407407,"https://www.allsides.com/news-source/rasmussen-reports","0",0,0,0,NA,NA,NA,NA,NA
"385","Raw Story","left",1,"News Media",491,297,0.623096446700508,"https://www.allsides.com/news-source/raw-story","checked",0,0,0,NA,"https://twitter.com/RawStory","https://en.wikipedia.org/wiki/The_Raw_Story","https://www.facebook.com/TheRawStory/","RawStory"
"386","RealClearPolitics","center",3,"News Media",2787,2415,0.535755478662053,"https://www.allsides.com/news-source/real-clear-politics","0",0,0,0,NA,"https://twitter.com/RealClearNews","https://en.wikipedia.org/wiki/RealClearPolitics","https://www.facebook.com/realclearpolitics/","RealClearNews"
"387","Reason","right-center",4,"News Media",5258,3529,0.598383976328667,"https://www.allsides.com/news-source/reason","0",0,0,1,"Low or Initial Rating","https://twitter.com/reason","https://en.wikipedia.org/wiki/Reason.com","https://facebook.com/Reason.Magazine","reason"
"388","Reason Foundation","right-center",4,"Think Tank / Policy Group",115,121,0.48728813559322,"https://www.allsides.com/news-source/reason-foundation","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"389","Record Journal","center",3,"News Media",102,117,0.465753424657534,"https://www.allsides.com/news-source/record-journal","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"390","Red State","right",5,"News Media",601,199,0.75125,"https://www.allsides.com/news-source/red-state","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"391","redefinED","center",3,"Think Tank / Policy Group",127,66,0.658031088082902,"https://www.allsides.com/news-source/redefined","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"392","Rem Reider","center",3,"Author",70,90,0.4375,"https://www.allsides.com/news-source/rem-reider","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"393","Reuters","center",3,"News Media",6834,4515,0.602167591858313,"https://www.allsides.com/news-source/reuters","0",0,0,1,"Low or Initial Rating","https://twitter.com/@Reuters","https://en.wikipedia.org/wiki/Reuters","https://www.facebook.com/Reuters/","Reuters"
"394","Rich Lowry","right",5,"Author",187,173,0.519444444444444,"https://www.allsides.com/news-source/rich-lowry-syndicated-columnist","checked",0,0,0,NA,NA,NA,NA,NA
"395","Rich Tafel","center",3,"Author",67,62,0.51937984496124,"https://www.allsides.com/news-source/rich-tafel","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"396","Rich Zeoli","right-center",4,"Author",62,56,0.525423728813559,"https://www.allsides.com/news-source/rich-zeoli","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"397","Richard A. Lowry","right",5,"Author",73,52,0.584,"https://www.allsides.com/news-source/richard-lowry","checked",0,0,0,NA,NA,NA,NA,NA
"398","Richard M. Cohen","left-center",2,"Author",30,15,0.666666666666667,"https://www.allsides.com/news-source/richard-cohen","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"399","Richmond Times Dispatch","right-center",4,"News Media",205,153,0.572625698324022,"https://www.allsides.com/news-source/richmond-times-dispatch","0",0,0,0,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/Richmond_Times-Dispatch","https://www.facebook.com/TimesDispatch/",NA
"400","Rick Ungar","left-center",2,"Author",128,124,0.507936507936508,"https://www.allsides.com/news-source/rick-ungar","0",0,0,1,NA,NA,NA,NA,NA
"401","Right - Major Media Sources","right",5,"News Media",261,252,0.508771929824561,"https://www.allsides.com/news-source/right-major-publications","checked",0,0,0,NA,NA,NA,NA,NA
"402","Right Guest Commentaries","right",5,"Author",54,46,0.54,"https://www.allsides.com/news-source/right-guest-commentaries","checked",0,0,0,NA,NA,NA,NA,NA
"403","Right Side News","right",5,"News Media",406,197,0.673300165837479,"https://www.allsides.com/news-source/right-side-news","checked",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"404","Right Wing News","right",5,"News Media",352,153,0.697029702970297,"https://www.allsides.com/news-source/right-wing-news","0",0,0,1,"High",NA,NA,NA,NA
"405","Rob Rogers (cartoonist)","left",1,"Author",67,13,0.8375,"https://www.allsides.com/news-source/rob-rogers-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"406","Robert Ariail (cartoonist)","center",3,"Author",52,58,0.472727272727273,"https://www.allsides.com/news-source/robert-ariail-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"407","Robert Samuelson","center",3,"Author",103,113,0.476851851851852,"https://www.allsides.com/news-source/robert-samuelson","checked",0,0,0,NA,NA,NA,NA,NA
"408","Roll Call","center",3,"News Media",71,69,0.507142857142857,"https://www.allsides.com/news-source/roll-call-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"409","RollingStone.com","left",1,"News Media",1344,364,0.786885245901639,"https://www.allsides.com/news-source/rolling-stone","0",0,0,0,NA,"http://twitter.com/rollingstone","https://en.wikipedia.org/wiki/Rolling_Stone",NA,"rollingstone"
"410","Ross Douthat","right-center",4,"Author",116,76,0.604166666666667,"https://www.allsides.com/news-source/ross-douthat","checked",0,0,0,NA,NA,NA,NA,NA
"411","Ruth Marcus","left-center",2,"Author",125,132,0.486381322957198,"https://www.allsides.com/news-source/ruth-marcus","0",0,0,0,NA,NA,NA,NA,NA
"412","Ryan Cooper","left",1,"Author",258,69,0.788990825688073,"https://www.allsides.com/news-source/ryan-cooper","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"413","Ryan Cooper","left",1,"Author",71,42,0.628318584070796,"https://www.allsides.com/news-source/ryan-cooper-0","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"414","Sally Pipes","right",5,"Author",206,89,0.698305084745763,"https://www.allsides.com/news-source/sally-pipes","checked",0,0,0,NA,NA,NA,NA,NA
"415","Salon","left",1,"News Media",10912,4980,0.686634784797382,"https://www.allsides.com/news-source/salon","0",0,0,1,"Medium","https://twitter.com/Salon","https://en.wikipedia.org/wiki/Salon_(website)","https://www.facebook.com/salon/","Salon"
"416","San Francisco Chronicle","left",1,"News Media",843,278,0.752007136485281,"https://www.allsides.com/news-source/san-francisco-chronicle","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"417","San Jose Mercury News","left-center",2,"News Media",333,362,0.479136690647482,"https://www.allsides.com/news-source/san-jose-mercury-news","0",0,0,0,"Low or Initial Rating","https://twitter.com/mercnews","https://en.wikipedia.org/wiki/The_Mercury_News","https://www.facebook.com/mercurynews","mercnews"
"418","SBG","center",3,"Author",50,45,0.526315789473684,"https://www.allsides.com/news-source/sbg","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"419","Science Daily","center",3,"News Media",396,242,0.620689655172414,"https://www.allsides.com/news-source/science-daily","0",0,0,1,"Low or Initial Rating","https://twitter.com/ScienceDaily","https://en.wikipedia.org/wiki/ScienceDaily","https://www.facebook.com/sciencedaily/","ScienceDaily"
"420","Scientific American","center",3,"News Media",947,453,0.676428571428571,"https://www.allsides.com/news-source/scientific-american","0",0,0,0,"Low or Initial Rating","https://twitter.com/sciam","https://en.wikipedia.org/wiki/Scientific_American","https://www.facebook.com/ScientificAmerican/","sciam"
"421","Scott Adams","center",3,"Author",15,17,0.46875,"https://www.allsides.com/news-source/scott-adams-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"422","Scott Stantis (cartoonist)","right",5,"Author",36,54,0.4,"https://www.allsides.com/news-source/scott-stantis-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"423","SF Weekly","center",3,"News Media",209,282,0.425661914460285,"https://www.allsides.com/news-source/sf-weekly","checked",0,0,0,NA,NA,"https://en.wikipedia.org/wiki/SF_Weekly",NA,NA
